name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
Beyond the Black Rainbow,8,2010,2011-04-22,0.554054054054054,0.0058188348580083,Panos Cosmatos,Panos Cosmatos,Eva Bourne,0.0246897280168999,0.1003196859495765,1.973205058207031e-05,0.0001320306311064,0.1551155115511551,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.554054054054054,4,2,0
Proof of Life,8,2000,2000-12-08,0.5945945945945946,0.0233190900700635,Taylor Hackford,Tony Gilroy,Meg Ryan,0.7190388170055453,0.1825773812700669,0.0220425977722035,0.0077898072352785,0.2376237623762376,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6108108108108107,12,4,0
Alita: Battle Angel,6,2019,2019-02-14,0.7297297297297297,0.0999868748085909,Robert Rodriguez,James Cameron,Rosa Salazar,0.7190388170055453,0.4775236869973623,0.1422357776872783,0.03168735146554,0.1947194719471947,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,2,1,0
Dreamscape,6,1984,1984-08-17,0.5945945945945946,0.0058188348580083,Joseph Ruben,David Loughery,Dennis Quaid,0.7190388170055453,0.1003196859495765,0.0042654763417493,0.0001320306311064,0.1188118811881188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.2432432432432432,8,3,0
Mean Creek,8,2004,2004-09-29,0.7162162162162162,0.0129022714914592,Jacob Estes,Jacob Estes,Rory Culkin,0.7190388170055453,0.0013960791804425,0.0002819001343338,0.0002640612622128,0.0891089108910891,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,9,3,0
Forever My Girl,2,2018,2018-01-19,0.6486486486486487,0.0066521803442966,Bethany Ashton Wolf,Bethany Ashton Wolf,Alex Roe,0.7190388170055453,0.0098231164869366,0.00575143756797,0.0010562450488513,0.1485148514851485,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,1,1,0
Bull Durham,8,1988,1988-06-15,0.7027027027027025,0.0204023808680543,Ron Shelton,Ron Shelton,Kevin Costner,0.7190388170055453,0.0196546600111798,0.0178728574540179,0.0003960918933192,0.1485148514851485,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6959459459459458,6,2,0
Renaissance Man,6,1994,1994-06-03,0.5810810810810811,0.0070688530874408,Penny Marshall,Jim Burnstein,Danny DeVito,0.7190388170055453,0.1123520703826155,0.0085458073892651,0.0005281225244256,0.2145214521452145,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.572972972972973,6,2,0
Under the Volcano,8,1984,1984-06-13,0.6891891891891891,0.0021104474440252,John Huston,Malcolm Lowry,Albert Finney,0.0027726432532347,0.1003196859495765,0.0008978820569685,0.0001320306311064,0.1617161716171617,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.652027027027027,6,2,0
Blankman,6,1994,1994-08-19,0.4189189189189189,0.0038188056909163,Mike Binder,Damon Wayans,Damon Wayans,0.7190388170055453,0.084261946027635,0.0027892455712151,0.0438341695273303,0.0957095709570957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,8,3,0
Crimes of the Heart,6,1986,1987-01-23,0.6081081081081081,0.0015687728779378,Bruce Beresford,Beth Henley,Diane Keaton,0.7190388170055453,0.0561718216726545,0.008044690853104,0.002244520728809,0.1386138613861386,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,1,1,0
Boiling Point,8,1993,1993-04-16,0.4189189189189189,0.0023604510899117,James B. Harris,Gerald Petievich,Wesley Snipes,0.7190388170055453,0.0252726848821759,0.003532539645134,0.002244520728809,0.0957095709570957,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6054054054054053,4,2,0
Crossroads,8,1986,1986-03-14,0.7027027027027025,0.0062355076011525,Walter Hill,John Fusco,Ralph Macchio,0.7190388170055453,0.1003196859495765,0.0020506560435485,0.0438341695273303,0.1188118811881188,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,3,1,0
The Commitments,8,1991,1991-09-13,0.7702702702702702,0.0141522897208917,Alan Parker,Roddy Doyle,Robert Arkins,0.0056773171375759,0.0336997221886701,0.0052398920063206,0.0011882756799577,0.1815181518151815,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7702702702702702,9,3,0
Without a Paddle,6,2004,2004-08-20,0.5405405405405405,0.0187356898954776,Steven Brill,Fred Wolf,Matthew Lillard,0.7190388170055453,0.0533628092371564,0.0256489547158163,0.0422498019540533,0.1056105610561056,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5878378378378378,8,3,0
All the Right Moves,8,1983,1983-10-21,0.5405405405405405,0.0066521803442966,Michael Chapman,Michael Kane,Tom Cruise,0.7190388170055453,0.0157220426014826,0.0060524653091307,0.0001320306311064,0.0924092409240924,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621622,10,4,0
Kick-Ass 2,8,2013,2013-08-16,0.6216216216216215,0.1079036569283302,Jeff Wadlow,Jeff Wadlow,Aaron Taylor-Johnson,0.1066807499339846,0.0786439211566389,0.0213524501442305,0.049775547927119,0.132013201320132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6981981981981981,8,3,1
Eye in the Sky,8,2015,2016-04-01,0.7297297297297297,0.0337359086486677,Gavin Hood,Guy Hibbert,Helen Mirren,0.1066807499339846,0.0365087346241681,0.0123836666423163,0.0002640612622128,0.1287128712871287,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6199324324324325,4,2,0
The Girl on the Train,8,2016,2016-10-07,0.6216216216216215,0.073319819247364,Tate Taylor,Erin Cressida Wilson,Emily Blunt,0.7190388170055453,0.1263971325601058,0.0608256386864772,0.0100343279640876,0.1617161716171617,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.75,10,4,0
Bitter Moon,8,1992,1994-03-18,0.7162162162162162,0.0154023079503242,Roman Polanski,Pascal Bruckner,Hugh Grant,0.0349881172432004,0.0140366351401837,0.0006541394980759,0.0023765513599155,0.2508250825082508,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,3,1,0
Zorro: The Gay Blade,2,1981,1981-07-17,0.5810810810810811,0.001693774700881,Peter Medak,Hal Dresner,George Hamilton,0.7190388170055453,0.1003196859495765,0.0277437378066639,0.0003960918933192,0.099009900990099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,7,3,0
For Your Consideration,6,2006,2006-11-22,0.5945945945945946,0.0058188348580083,Christopher Guest,Christopher Guest,Catherine O'Hara,0.7190388170055453,0.0336997221886701,0.0020810735077312,0.0002640612622128,0.0759075907590759,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,11,4,0
RoboCop 2,8,1990,1990-06-22,0.527027027027027,0.0345692541349561,Irvin Kershner,Edward Neumeier,Peter Weller,0.7190388170055453,0.0702168838501448,0.0160438773820916,0.007921837866385,0.1782178217821782,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6027027027027027,6,2,1
Shadow of the Vampire,8,2000,2001-01-26,0.6756756756756757,0.0166523261797567,E. Elias Merhige,Steven Katz,John Malkovich,0.1066807499339846,0.0224636724466779,0.003917787720234,0.0001320306311064,0.0957095709570957,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.581081081081081,1,1,0
Harold & Kumar Go to White Castle,8,2004,2004-07-30,0.6891891891891891,0.0770698739356615,Danny Leiner,Jon Hurwitz,John Cho,0.7190388170055453,0.0252726848821759,0.0084069307292501,0.000660153155532,0.0825082508250825,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,7,3,0
Moonlight Mile,6,2002,2002-10-04,0.635135135135135,0.0058188348580083,Brad Silberling,Brad Silberling,Jake Gyllenhaal,0.7190388170055453,0.0589808341081525,0.0035159383392546,0.017428043306047,0.1782178217821782,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7072072072072072,10,4,0
Seven Years in Tibet,6,1997,1997-10-10,0.7027027027027025,0.0558195640353088,Jean-Jacques Annaud,Heinrich Harrer,Brad Pitt,0.7190388170055453,0.1966224434475571,0.0461700105624948,0.0010562450488513,0.2409240924092409,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6722972972972973,10,4,0
Phantom Thread,8,2017,2018-01-19,0.7567567567567567,0.0491528001450021,Paul Thomas Anderson,Paul Thomas Anderson,Vicky Krieps,0.7190388170055453,0.0983070082051253,0.016772798268192,0.0059413783997887,0.2211221122112211,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,1,1,0
What We Do in the Shadows,8,2014,2015-02-13,0.7837837837837839,0.0683197463296339,Jemaine Clement,Jemaine Clement,Jemaine Clement,0.0033007657776604,0.0044859928594903,0.0025473216118368,0.0001320306311064,0.0759075907590759,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7837837837837839,2,1,0
"Dude, Where's My Car?",6,2000,2000-12-15,0.4864864864864864,0.0566529095215971,Danny Leiner,Philip Stark,Ashton Kutcher,0.7190388170055453,0.0365087346241681,0.0257021756196797,0.03168735146554,0.066006600660066,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,12,4,0
My Man Adam,8,1985,1985-10-25,0.4594594594594594,3.875056511240789e-05,Roger L. Simon,Renée Missel,Raphael Sbarge,0.7190388170055453,0.1003196859495765,0.0277437378066639,0.0001320306311064,0.066006600660066,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4594594594594594,10,4,0
Sleepover,2,2004,2004-07-09,0.472972972972973,0.0066521803442966,Joe Nussbaum,Elisa Bell,Alexa PenaVega,0.7190388170055453,0.028081697317674,0.0035622890953583,0.016503828888302,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4662162162162161,7,3,0
The Musketeer,6,2001,2001-09-07,0.3918918918918919,0.0058188348580083,Peter Hyams,Alexandre Dumas,Justin Chambers,0.0150514919461315,0.1123520703826155,0.0114263025432955,0.0005281225244256,0.1353135313531353,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3918918918918919,9,3,0
Stand by Me,8,1986,1986-08-22,0.8378378378378377,0.1558210223899098,Rob Reiner,Stephen King,Wil Wheaton,0.7190388170055453,0.0224636724466779,0.0183640988332565,0.0438341695273303,0.0858085808580858,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8378378378378377,8,3,0
Gymkata,8,1985,1985-05-03,0.3378378378378379,0.0016104401522522,Robert Clouse,Charles Robert Carner,Kurt Thomas,0.7190388170055453,0.1003196859495765,0.0020125718723751,0.016503828888302,0.0891089108910891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3378378378378379,5,2,0
Despicable Me 2,2,2013,2013-07-03,0.7297297297297297,0.1570710406193423,Pierre Coffin,Cinco Paul,Steve Carell,0.7190388170055453,0.2134765180605454,0.3409490195580558,0.049775547927119,0.1155115511551155,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621622,7,3,1
The Nines,8,2007,2007-11-30,0.5945945945945946,0.0137356169777475,John August,John August,Ryan Reynolds,0.7190388170055453,0.1003196859495765,4.585870165803109e-05,0.0009242144177449,0.1221122112211221,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.597972972972973,11,4,0
Kingsglaive: Final Fantasy XV,6,2016,2016-07-09,0.6621621621621622,0.0087355440600175,Takeshi Nozue,Takashi Hasegawa,Aaron Paul,0.0099022973329812,0.1003196859495765,0.0020107757507227,0.0001320306311064,0.1551155115511551,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,7,3,0
Strike!,6,1998,1998-09-04,0.6486486486486487,0.0027771238330558,Sarah Kernochan,Sarah Kernochan,Kirsten Dunst,0.0246897280168999,0.1003196859495765,0.0003208451373747,0.0011882756799577,0.1122112211221122,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,9,3,0
The People Under the Stairs,8,1991,1991-11-01,0.6081081081081081,0.0133189442346034,Wes Craven,Wes Craven,Brandon Quintin Adams,0.7190388170055453,0.0168456475756818,0.0110095320766138,0.049775547927119,0.1287128712871287,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,11,4,0
Besieged,8,1998,1999-02-05,0.6756756756756757,0.0019437783467675,Bernardo Bertolucci,Clare Peploe,Thandiwe Newton,0.0076577766041721,0.1003196859495765,0.0007194429551436,0.0002640612622128,0.099009900990099,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756757,2,1,0
The Curse,8,1987,1988-09-14,0.4324324324324324,0.001193767409108,David Keith,David Chaskin,Wil Wheaton,0.0076577766041721,0.1003196859495765,0.0006777398482043,0.000660153155532,0.0957095709570957,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.8378378378378377,9,3,0
Ex Machina,8,2014,2015-04-24,0.7837837837837839,0.2054050788240662,Alex Garland,Alex Garland,Alicia Vikander,0.1066807499339846,0.0421267594951642,0.0129490414149667,0.0010562450488513,0.1485148514851485,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,4,2,0
Hello Again,2,1987,1987-11-06,0.4594594594594594,0.0013187692320513,Frank Perry,Susan Isaacs,Shelley Long,0.7190388170055453,0.1003196859495765,0.0071715397124741,0.017428043306047,0.1089108910891089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,11,4,0
Alien: Resurrection,8,1997,1997-11-26,0.5810810810810811,0.0974868383497259,Jean-Pierre Jeunet,Dan O'Bannon,Sigourney Weaver,0.7190388170055453,0.2106675056250474,0.0566778444882709,0.0001320306311064,0.1518151815181518,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6689189189189189,11,4,0
Old Dogs,2,2009,2009-11-25,0.4594594594594594,0.0154023079503242,Walt Becker,David Diamond,Robin Williams,0.7190388170055453,0.0983070082051253,0.0339813948643804,0.0162397676260892,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6054054054054053,11,4,0
Still Alice,6,2014,2015-02-20,0.7567567567567567,0.0537362003195879,Richard Glatzer,Richard Glatzer,Julianne Moore,0.7190388170055453,0.0140366351401837,0.0157270877427069,0.0001320306311064,0.1254125412541254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6531531531531531,2,1,0
Fat Girl,5,2001,2001-03-07,0.6216216216216215,0.0045688166285758,Catherine Breillat,Catherine Breillat,Anaïs Reboux,0.0349881172432004,0.1003196859495765,0.0002688197747911,0.000660153155532,0.0759075907590759,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,3,1,0
A Long Way Down,8,2014,2014-06-05,0.6081081081081081,0.0133189442346034,Pascal Chaumeil,Nick Hornby,Pierce Brosnan,0.1066807499339846,0.0336997221886701,0.0025490011295806,0.0002640612622128,0.1089108910891089,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5974903474903475,6,2,0
Zombieland: Double Tap,8,2019,2019-10-18,0.6486486486486487,0.0629030006687597,Ruben Fleischer,Rhett Reese,Woody Harrelson,0.7190388170055453,0.1179700952536116,0.0431329412955859,0.0001320306311064,0.1188118811881188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6199324324324325,10,4,0
A Simple Wish,2,1997,1997-07-11,0.472972972972973,0.0021521147183396,Michael Ritchie,Jeff Rothberg,Martin Short,0.7190388170055453,0.0786439211566389,0.0029308136039759,0.049775547927119,0.0858085808580858,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5067567567567567,7,3,0
Wild Orchid,8,1989,1990-04-27,0.3648648648648648,0.00498548937172,Zalman King,Patricia Louisianna Knop,Mickey Rourke,0.7190388170055453,0.1003196859495765,0.003884517323673,0.000660153155532,0.1386138613861386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.654054054054054,4,2,0
The Jungle Book,2,2016,2016-04-15,0.7432432432432432,0.109987020644051,Jon Favreau,Justin Marks,Neel Sethi,0.1066807499339846,0.4915687491748526,0.3394700197959088,0.0001320306311064,0.1419141914191419,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,4,2,0
Matchstick Men,6,2003,2003-09-12,0.7297297297297297,0.0524861820901554,Ridley Scott,Eric Garcia,Nicolas Cage,0.7190388170055453,0.1741503439635727,0.0230276433581538,0.0439662001584367,0.1749174917491749,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6145431145431145,9,3,0
Body Shots,8,1999,2000-01-21,0.4054054054054054,0.002193781992654,Michael Cristofer,David McKenna,Joe Basile,0.7190388170055453,0.1003196859495765,0.0002640491998194,0.02284129918141,0.1419141914191419,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4054054054054054,1,1,0
The Thing,8,2011,2011-10-14,0.5810810810810811,0.0516528366038671,Matthijs van Heijningen Jr.,Eric Heisserer,Mary Elizabeth Winstead,0.0246897280168999,0.1067340455116194,0.0110650710099856,0.004753102719831,0.132013201320132,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.527027027027027,10,4,0
Shaft,8,2000,2000-06-16,0.554054054054054,0.0312358721898027,John Singleton,Ernest Tidyman,Samuel L. Jackson,0.0150514919461315,0.1292061449956039,0.0377999723265208,0.0422498019540533,0.1188118811881188,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,6,2,0
Syriana,8,2005,2005-12-09,0.6756756756756757,0.0529028548332996,Stephen Gaghan,Stephen Gaghan,George Clooney,0.7190388170055453,0.1404421947375961,0.0330053372622406,0.0439662001584367,0.2145214521452145,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6561561561561562,12,4,0
The Browning Version,8,1994,1994-10-12,0.7162162162162162,0.0012771019577368,Mike Figgis,Terence Rattigan,Albert Finney,0.1066807499339846,0.1003196859495765,0.000171071280154,0.0001320306311064,0.1122112211221122,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486486,10,4,0
Everybody's All-American,8,1988,1988-11-04,0.5810810810810811,0.0012354346834224,Taylor Hackford,Frank Deford,Jessica Lange,0.7190388170055453,0.0617898465436506,0.0044386700237699,0.0001320306311064,0.2112211221122112,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6936936936936936,11,4,0
Broken Embraces,8,2009,2010-01-15,0.7162162162162162,0.0162356534366126,Pedro Almodóvar,Pedro Almodóvar,Penélope Cruz,0.0062054396620015,0.0505537968016584,0.0131609381117962,0.0001320306311064,0.2112211221122112,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6126126126126126,1,1,0
Trick or Treat,8,1986,1986-10-24,0.527027027027027,0.0025687874614838,Charles Martin Smith,Rhet Topham,Marc Price,0.7190388170055453,0.1003196859495765,0.0023871872163634,0.002244520728809,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.527027027027027,10,4,0
Ginger and Fred,6,1986,1986-03-28,0.7297297297297297,0.0020271128953963,Federico Fellini,Federico Fellini,Marcello Mastroianni,0.0076577766041721,0.1003196859495765,0.0002940785696677,0.0001320306311064,0.2046204620462046,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,3,1,0
Cinema Paradiso,2,1988,1990-02-23,0.8918918918918918,0.0995702020654467,Giuseppe Tornatore,Giuseppe Tornatore,Philippe Noiret,0.0076577766041721,0.0140366351401837,0.0045724024143592,0.0001320306311064,0.3036303630363036,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8918918918918918,2,1,0
All the Money in the World,8,2017,2017-12-25,0.6621621621621622,0.0329025631623794,Ridley Scott,David Scarpa,Michelle Williams,0.7190388170055453,0.1404421947375961,0.0200179391320249,0.0001320306311064,0.2277227722772277,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621621,12,4,0
Self/less,6,2015,2015-07-10,0.6216216216216215,0.0387359815663978,Tarsem Singh,Àlex Pastor,Ryan Reynolds,0.7190388170055453,0.0730258962856428,0.0111710924114515,0.0059413783997887,0.1782178217821782,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6007371007371007,7,3,0
Sliver,8,1993,1993-05-21,0.4189189189189189,0.012485598748315,Phillip Noyce,Ira Levin,Sharon Stone,0.7190388170055453,0.1123520703826155,0.040846381145049,0.0422498019540533,0.1452145214521452,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4459459459459459,5,2,0
Kiss of the Dragon,8,2001,2001-07-06,0.635135135135135,0.0258191265289285,Chris Nahon,Jet Li,Jet Li,0.0349881172432004,0.0702168838501448,0.0226315325050741,0.03168735146554,0.1155115511551155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5900900900900901,7,3,0
K-9,6,1989,1989-04-28,0.554054054054054,0.0133189442346034,Rod Daniel,Steven Siegel,Jim Belushi,0.7190388170055453,0.0477447843661603,0.027481763399814,0.0002640612622128,0.1254125412541254,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.581081081081081,4,2,0
Hannibal,8,2001,2001-02-09,0.6621621621621622,0.1087370024146185,Ridley Scott,Thomas Harris,Anthony Hopkins,0.7190388170055453,0.244375654851024,0.123520051338425,0.016503828888302,0.2244224422442244,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6633906633906633,2,1,0
Equals,6,2015,2016-05-26,0.5675675675675674,0.0120689260051709,Drake Doremus,Nathan Parker,Nicholas Hoult,0.7190388170055453,0.0449357719306623,0.0007320474162039,0.0001320306311064,0.1254125412541254,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216217,5,2,0
Wonder Woman,6,2017,2017-06-02,0.7432432432432432,0.2499890623404924,Patty Jenkins,Allan Heinberg,Gal Gadot,0.7190388170055453,0.4185344258519032,0.288989516056178,0.0439662001584367,0.2574257425742574,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,6,2,0
Man Trouble,6,1992,1992-07-17,0.3783783783783784,0.0012354346834224,Bob Rafelson,Carole Eastman,Jack Nicholson,0.7190388170055453,0.084261946027635,0.0014384851721556,0.0001320306311064,0.1221122112211221,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6587837837837838,7,3,0
Good Bye Lenin!,8,2003,2004-05-14,0.7837837837837839,0.0583196004941738,Wolfgang Becker,Bernd Lichtenberg,Daniel Brühl,0.0150514919461315,0.1003196859495765,0.0278573228140021,0.0005281225244256,0.1914191419141914,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7837837837837839,5,2,0
Land and Freedom,5,1995,1996-03-22,0.7702702702702702,0.0045688166285758,Ken Loach,Jim Allen,Ian Hart,0.1066807499339846,0.1003196859495765,8.024983036466888e-05,0.0002640612622128,0.1518151815181518,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7702702702702702,3,1,0
Before Night Falls,8,2000,2001-02-23,0.7162162162162162,0.00998556228945,Julian Schnabel,Cunningham O'Keefe,Javier Bardem,0.7190388170055453,0.1003196859495765,0.0030207239979252,0.0001320306311064,0.231023102310231,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,2,1,0
50 First Dates,6,2004,2004-02-13,0.6621621621621622,0.1395707854072871,Peter Segal,George Wing,Adam Sandler,0.7190388170055453,0.2106675056250474,0.0697237373906983,0.0438341695273303,0.1188118811881188,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5932432432432432,2,1,0
Black Widow,8,1987,1987-02-06,0.6081081081081081,0.0037354711422874,Bob Rafelson,Ronald Bass,Debra Winger,0.7190388170055453,0.029486203535423,0.0088524672396981,0.0005281225244256,0.1287128712871287,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.527027027027027,2,1,0
Wild Bill,8,1995,1995-12-01,0.5405405405405405,0.0027354565587414,Walter Hill,Peter Dexter,Jeff Bridges,0.7190388170055453,0.084261946027635,0.0007704543554256,0.0002640612622128,0.1155115511551155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6326013513513513,12,4,0
Dead Heat,8,1988,1988-05-06,0.554054054054054,0.0029854602046279,Mark Goldblatt,Terry Black,Treat Williams,0.7190388170055453,0.0140366351401837,0.0012602764684152,0.0026406126221283,0.0759075907590759,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6666666666666665,5,2,0
Star Wars: Episode VIII - The Last Jedi,6,2017,2017-12-15,0.6891891891891891,0.2420722802207532,Rian Johnson,Rian Johnson,Daisy Ridley,0.7190388170055453,0.890448515015576,0.4680658329540118,0.0162397676260892,0.2937293729372937,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,12,4,0
Vera Drake,8,2004,2005-02-04,0.7702702702702702,0.00998556228945,Mike Leigh,Mike Leigh,Imelda Staunton,0.1066807499339846,0.030890709753172,0.0046597872097941,0.0005281225244256,0.2046204620462046,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.7702702702702702,2,1,0
Crack House,8,1989,1989-11-10,0.4864864864864864,0.0001325019323198,Michael Fischa,Blake Schaffer,Jim Brown,0.7190388170055453,0.1003196859495765,0.0003028336968777,0.0001320306311064,0.0891089108910891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4864864864864864,11,4,0
The Tree of Life,6,2011,2011-05-17,0.6621621621621622,0.0712364555316431,Terrence Malick,Terrence Malick,Brad Pitt,0.7190388170055453,0.0898799708986311,0.0205141881574349,0.0001320306311064,0.2508250825082508,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7186009538950715,5,2,0
The Water Horse,2,2007,2007-12-25,0.6081081081081081,0.0162356534366126,Jay Russell,Robert Nelson Jacobs,Emily Watson,0.0033007657776604,0.1123520703826155,0.0365149617808176,0.0042249801954053,0.1617161716171617,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7635135135135135,12,4,0
Life as a House,8,2001,2001-11-09,0.7567567567567567,0.0179023444091893,Irwin Winkler,Mark Andrus,Hayden Christensen,0.7190388170055453,0.0758349087211409,0.0083952994893668,0.0001320306311064,0.2046204620462046,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7567567567567567,11,4,0
