name,rating,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_Western,star_avg_score,release_month,release_quarter,is_sequel
Secret Window,6,2004,2004-03-12,0.6216216216216215,0.0774865466788057,David Koepp,Stephen King,Johnny Depp,0.7190388170055453,0.1123520703826155,0.0326325387616837,0.0001320306311064,0.1089108910891089,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7252252252252251,3,1,0
Love Crimes,8,1992,1992-01-24,0.3108108108108108,0.0003495884314979,Lizzie Borden,Allan Moyle,Sean Young,0.1066807499339846,0.1003196859495765,0.0008034497493949,0.0003960918933192,0.0891089108910891,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3108108108108108,1,1,0
Mark Felt: The Man Who Brought Down the White House,6,2017,2017-09-29,0.6081081081081081,0.00498548937172,Peter Landesman,Mark Felt,Liam Neeson,0.7190388170055453,0.1003196859495765,0.0015354560732575,0.0001320306311064,0.132013201320132,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486486,9,3,0
The Country Bears,0,2002,2002-07-26,0.3108108108108108,0.0021521147183396,Peter Hastings,Mark Perez,Haley Joel Osment,0.7190388170055453,0.0983070082051253,0.006326038800497,0.0162397676260892,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7162162162162162,7,3,0
The House with a Clock in Its Walls,2,2018,2018-09-21,0.5675675675675674,0.0199857081249101,Eli Roth,John Bellairs,Jack Black,0.7190388170055453,0.1179700952536116,0.0461929839910061,0.0009242144177449,0.1386138613861386,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.608108108108108,9,3,0
Shutter,6,2008,2008-03-21,0.4459459459459459,0.0137356169777475,Masayuki Ochiai,Luke Dawson,Joshua Jackson,0.7190388170055453,0.0224636724466779,0.0170533205798346,0.0052812252442566,0.0726072607260726,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4999999999999999,3,1,0
The Celebration,8,1998,1998-06-19,0.8378378378378377,0.0337359086486677,Thomas Vinterberg,Thomas Vinterberg,Ulrich Thomsen,0.0040929495642989,0.0036432891288409,0.0005821306138302,0.0002640612622128,0.1386138613861386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8378378378378377,6,2,0
The Happening,8,2008,2008-06-13,0.4189189189189189,0.0829032923396799,M. Night Shyamalan,M. Night Shyamalan,Mark Wahlberg,0.7190388170055453,0.1348241698666,0.0573900169087398,0.03168735146554,0.0924092409240924,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6396396396396395,6,2,0
Wild Things,8,1998,1998-03-20,0.6216216216216215,0.046652763686137,John McNaughton,Stephen Peters,Kevin Bacon,0.7190388170055453,0.0561718216726545,0.010594794100351,0.0010562450488513,0.1485148514851485,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5783783783783784,3,1,0
Champions,2,1984,1984-04-20,0.6216216216216215,0.0002295866814724,John Irvin,Bob Champion,John Hurt,0.1066807499339846,0.1003196859495765,7.030969837268295e-05,0.0001320306311064,0.1419141914191419,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621621,4,2,0
Zebrahead,8,1992,1992-10-23,0.5945945945945946,0.0004854237457629,Anthony Drazan,Anthony Drazan,Michael Rapaport,0.7190388170055453,0.1003196859495765,0.0005470064960957,0.0003960918933192,0.1221122112211221,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5945945945945946,10,4,0
Dark Water,6,2005,2005-07-08,0.4999999999999999,0.0249857810426402,Walter Salles,Kôji Suzuki,Jennifer Connelly,0.7190388170055453,0.084261946027635,0.0240080318120918,0.017428043306047,0.1386138613861386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6621621621621621,7,3,0
Two of a Kind,2,1983,1983-12-16,0.3783783783783784,0.0016104401522522,John Herzfeld,John Herzfeld,John Travolta,0.7190388170055453,0.0393177470596662,0.0083050933710469,0.03168735146554,0.0825082508250825,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5765765765765766,12,4,0
The Nice Guys,8,2016,2016-05-20,0.7432432432432432,0.1224872029383761,Shane Black,Shane Black,Russell Crowe,0.7190388170055453,0.1404421947375961,0.0220521554293266,0.0439662001584367,0.1749174917491749,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.709009009009009,5,2,0
All Dogs Go to Heaven,0,1989,1989-11-17,0.6621621621621622,0.0158189806934684,Don Bluth,Don Bluth,Dom DeLuise,0.0056773171375759,0.0387559445725666,0.009517870605102,0.0011882756799577,0.0693069306930693,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6351351351351351,11,4,0
Texas Rangers,6,2001,2001-11-30,0.4459459459459459,0.0022771165412828,Steve Miner,George Durham,James Van Der Beek,0.7190388170055453,0.1067340455116194,0.0002681296341874,0.0001320306311064,0.0891089108910891,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,11,4,0
Weekend at Bernie's,6,1989,1989-07-05,0.6081081081081081,0.0212357263543426,Ted Kotcheff,Robert Klane,Andrew McCarthy,0.7190388170055453,0.1003196859495765,0.0106130903775042,0.0010562450488513,0.1122112211221122,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5743243243243243,7,3,0
The Glass Menagerie,2,1987,1987-05-27,0.7027027027027025,0.0007770946659638,Paul Newman,Tennessee Williams,Joanne Woodward,0.7190388170055453,0.1003196859495765,0.0003145478238768,0.0010562450488513,0.2343234323432343,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7027027027027025,5,2,0
Happy Feet,2,2006,2006-11-17,0.6081081081081081,0.0724864737610756,George Miller,George Miller,Elijah Wood,0.7190388170055453,0.2808928165124987,0.1349851095790183,0.0439662001584367,0.1485148514851485,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7347972972972973,11,4,0
Indochine,6,1992,1992-12-23,0.7027027027027025,0.0039438075138595,Régis Wargnier,Erik Orsenna,Catherine Deneuve,0.0349881172432004,0.1003196859495765,0.0019678135323004,0.0002640612622128,0.3201320132013201,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486487,12,4,0
American Ultra,8,2015,2015-08-21,0.5675675675675674,0.0362359451075328,Nima Nourizadeh,Max Landis,Jesse Eisenberg,0.7190388170055453,0.0786439211566389,0.0095748895651932,0.0003960918933192,0.1089108910891089,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6739864864864864,8,3,0
Basquiat,8,1996,1996-08-09,0.6756756756756757,0.0083188713168733,Julian Schnabel,Lech Majewski,Jeffrey Wright,0.7190388170055453,0.009261313999837,0.0010574731203739,0.0001320306311064,0.1452145214521452,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756757,8,3,0
Liberty Heights,8,1999,1999-12-31,0.6891891891891891,0.002693789284427,Barry Levinson,Barry Levinson,Adrien Brody,0.7190388170055453,0.1003196859495765,0.0013123415184737,0.0010562450488513,0.2112211221122112,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,12,4,0
Poltergeist,2,1982,1982-06-04,0.7297297297297297,0.0616529824393272,Tobe Hooper,Steven Spielberg,JoBeth Williams,0.7190388170055453,0.0300480060225226,0.0270935781003535,0.016503828888302,0.1683168316831683,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.7297297297297297,6,2,0
The Brown Bunny,5,2003,2003-11-14,0.4189189189189189,0.0058188348580083,Vincent Gallo,Vincent Gallo,Vincent Gallo,0.7190388170055453,0.028081697317674,0.0001412909228696,0.0001320306311064,0.099009900990099,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6554054054054053,11,4,0
The Indian in the Cupboard,2,1995,1995-07-14,0.554054054054054,0.0112355805188825,Frank Oz,Lynne Reid Banks,Hal Scardino,0.7190388170055453,0.1263971325601058,0.0125229162943522,0.0438341695273303,0.1089108910891089,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.554054054054054,7,3,0
"Love, Honor and Obey",8,2000,2001-02-09,0.6216216216216215,0.0021521147183396,Dominic Anciano,Dominic Anciano,Sadie Frost,0.1066807499339846,0.1003196859495765,3.83177302072527e-07,0.0011882756799577,0.132013201320132,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6216216216216215,2,1,0
Amistad,8,1997,1997-12-25,0.7297297297297297,0.0304025267035144,Steven Spielberg,David Franzoni,Djimon Hounsou,0.7190388170055453,0.1011160206406233,0.0155340050162875,0.0100343279640876,0.3036303630363036,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,12,4,0
The Beaver,6,2011,2011-05-19,0.635135135135135,0.0199857081249101,Jodie Foster,Kyle Killen,Mel Gibson,0.7190388170055453,0.0589808341081525,0.0025619462707354,0.007921837866385,0.0924092409240924,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.665057915057915,5,2,0
Gully Boy,5,2019,2019-02-14,0.8243243243243242,0.0141522897208917,Zoya Akhtar,Zoya Akhtar,Vijay Varma,0.0080538684974914,0.1003196859495765,0.0098838270552265,0.0003960918933192,0.3003300330033003,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.8243243243243242,2,1,0
Igby Goes Down,8,2002,2002-10-04,0.6756756756756757,0.0133189442346034,Burr Steers,Burr Steers,Kieran Culkin,0.7190388170055453,0.0252726848821759,0.0024300286162779,0.005413255875363,0.1155115511551155,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,10,4,0
The Skeleton Key,6,2005,2005-08-12,0.6216216216216215,0.0449860727135604,Iain Softley,Ehren Kruger,Kate Hudson,0.7190388170055453,0.1207791076891097,0.0330086004155986,0.049775547927119,0.1353135313531353,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5225225225225225,8,3,0
84 Charing Cross Road,2,1987,1987-02-13,0.7567567567567567,0.0039438075138595,David Hugh Jones,Helene Hanff,Anne Bancroft,0.1066807499339846,0.1003196859495765,0.0003804297346718,0.0014523369421705,0.1221122112211221,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,2,1,0
Defenseless,8,1991,1991-08-23,0.4999999999999999,0.0003250047396524,Martin Campbell,James Cresson,Barbara Hershey,0.7190388170055453,0.1003196859495765,0.0022523751859698,0.0001320306311064,0.1353135313531353,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.6148648648648649,8,3,0
Stand and Deliver,2,1988,1988-03-11,0.7297297297297297,0.0070688530874408,Ramón Menéndez,Ramón Menéndez,Edward James Olmos,0.7190388170055453,0.1003196859495765,0.0049151395843579,0.0010562450488513,0.132013201320132,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7297297297297297,3,1,0
Georgia,8,1995,1995-12-08,0.635135135135135,0.0011521001347936,Ulu Grosbard,Barbara Turner,Jennifer Jason Leigh,0.0349881172432004,0.1003196859495765,0.0003897784179226,0.0011882756799577,0.1716171617161716,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,12,4,0
Silent Tongue,6,1993,1995-01-27,0.4594594594594594,0.0004437564714485,Sam Shepard,Sam Shepard,Alan Bates,0.0349881172432004,0.1003196859495765,2.1411919542485432e-05,0.0002640612622128,0.1287128712871287,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4594594594594594,1,1,0
Million Dollar Arm,2,2014,2014-05-16,0.6891891891891891,0.0183190171523334,Craig Gillespie,Tom McCarthy,Jon Hamm,0.7190388170055453,0.0702168838501448,0.0135159193946316,0.0162397676260892,0.2013201320132013,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6891891891891891,5,2,0
The Quiet Ones,6,2014,2014-04-25,0.4324324324324324,0.0083188713168733,John Pogue,Craig Rosenberg,Jared Harris,0.1066807499339846,0.0005533754497931,0.006263896292759,0.0009242144177449,0.1155115511551155,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,0.4324324324324324,4,2,0
House of Sand and Fog,8,2003,2004-01-09,0.7567567567567567,0.0274858175015052,Vadim Perelman,Andre Dubus III,Jennifer Connelly,0.7190388170055453,0.0463402781484113,0.0058876175869901,0.0100343279640876,0.2079207920792079,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.5675675675675674,1,1,0
Eagle Eye,6,2008,2008-09-26,0.635135135135135,0.0749865102199407,D.J. Caruso,John Glenn,Shia LaBeouf,0.7190388170055453,0.2247125678025376,0.0627859625249493,0.0100343279640876,0.1815181518151815,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6864864864864865,9,3,0
The Color Purple,6,1985,1986-02-07,0.7972972972972973,0.0337359086486677,Steven Spielberg,Menno Meyjes,Danny Glover,0.7190388170055453,0.0421267594951642,0.0345834387565544,0.0014523369421705,0.3003300330033003,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7972972972972973,2,1,0
Collateral,8,2004,2004-08-06,0.7567567567567567,0.1554043496467657,Michael Mann,Stuart Beattie,Tom Cruise,0.7190388170055453,0.1825773812700669,0.0773518073953889,0.0422498019540533,0.1881188118811881,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.6584084084084084,8,3,0
Romero,6,1989,1989-08-25,0.7162162162162162,0.0008604292145927,John Duigan,John Sacret Young,Raul Julia,0.7190388170055453,0.1003196859495765,0.0004622663616,0.0001320306311064,0.1287128712871287,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5810810810810811,8,3,0
The Sixth Sense,6,1999,1999-08-06,0.8378378378378377,0.3874910675780688,M. Night Shyamalan,M. Night Shyamalan,Bruce Willis,0.7190388170055453,0.1123520703826155,0.2363006245501323,0.0064695009242144,0.1452145214521452,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6486486486486486,8,3,0
A Night in the Life of Jimmy Reardon,8,1988,1988-02-26,0.4864864864864864,0.0010687655861647,William Richert,William Richert,River Phoenix,0.7190388170055453,0.1003196859495765,0.0021999325780746,0.000660153155532,0.0891089108910891,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7837837837837839,2,1,0
Light of Day,6,1987,1987-02-06,0.4999999999999999,0.0010687655861647,Paul Schrader,Paul Schrader,Michael J. Fox,0.7190388170055453,0.1003196859495765,0.0036840190101262,0.0003960918933192,0.1452145214521452,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6936936936936936,2,1,0
Live Flesh,8,1997,1998-01-16,0.7432432432432432,0.0120689260051709,Pedro Almodóvar,Pedro Almodóvar,Liberto Rabal,0.0062054396620015,0.1003196859495765,0.0006271295372706,0.0009242144177449,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7432432432432432,1,1,0
The Emperor's Club,6,2002,2002-11-22,0.6756756756756757,0.0070688530874408,Michael Hoffman,Ethan Canin,Kevin Kline,0.7190388170055453,0.0351042284064191,0.0057312015215781,0.0011882756799577,0.1518151815181518,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6337837837837837,11,4,0
The Wings of the Dove,8,1997,1998-03-13,0.7027027027027025,0.0045688166285758,Iain Softley,Henry James,Helena Bonham Carter,0.7190388170055453,0.1003196859495765,0.0048090468859237,0.0097702667018748,0.1287128712871287,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.6756756756756755,3,1,0
Conan the Destroyer,2,1984,1984-06-29,0.5405405405405405,0.0320692176760911,Richard Fleischer,Robert E. Howard,Arnold Schwarzenegger,0.7190388170055453,0.0505537968016584,0.0109023692212232,0.0026406126221283,0.132013201320132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.75,6,2,0
Twelfth Night,2,1996,1996-10-25,0.7162162162162162,0.0023604510899117,Trevor Nunn,William Shakespeare,Helena Bonham Carter,0.0056773171375759,0.0140366351401837,0.0002066249357808,0.0003960918933192,0.2343234323432343,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6554054054054053,10,4,0
Marked for Death,8,1990,1990-10-05,0.554054054054054,0.0087355440600175,Dwight H. Little,Michael Grais,Steven Seagal,0.7190388170055453,0.0336997221886701,0.0203595436285138,0.0001320306311064,0.099009900990099,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5405405405405405,10,4,0
Joy Ride,8,2001,2001-10-05,0.635135135135135,0.0274858175015052,John Dahl,Clay Tarver,Steve Zahn,0.7190388170055453,0.0645988589791487,0.0128694641643761,0.0052812252442566,0.1122112211221122,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.635135135135135,10,4,0
The Jacket,8,2005,2005-03-04,0.7027027027027025,0.0458194181998487,John Maybury,Tom Bleecker,Adrien Brody,0.0150514919461315,0.081452933592137,0.0076329624518197,0.0002640612622128,0.132013201320132,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.7905405405405405,3,1,0
The Stupids,2,1996,1996-08-30,0.3108108108108108,0.002693789284427,John Landis,James Marshall,Tom Arnold,0.1066807499339846,0.0702168838501448,0.0008751193584125,0.0025085819910219,0.1023102310231023,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.4189189189189189,8,3,0
Looper,8,2012,2012-09-28,0.7432432432432432,0.227072061467563,Rian Johnson,Rian Johnson,Joseph Gordon-Levitt,0.7190388170055453,0.084261946027635,0.061992014940456,0.0124108793240031,0.165016501650165,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6776061776061776,9,3,0
Leprechaun 2,8,1994,1994-04-08,0.3648648648648648,0.0038604729652307,Rodman Flender,Mark Jones,Warwick Davis,0.7190388170055453,0.0056095978336896,0.0007938594291287,0.0001320306311064,0.0726072607260726,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3918918918918919,4,2,1
Night Watch,8,2004,2006-03-03,0.6081081081081081,0.022069071840631,Timur Bekmambetov,Timur Bekmambetov,Konstantin Khabenskiy,0.0010562450488513,0.0117894251917853,0.017678827847666,0.0005281225244256,0.1683168316831683,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6081081081081081,3,1,0
Broken City,8,2013,2013-01-18,0.5810810810810811,0.0324858904192352,Allen Hughes,Brian Tucker,Mark Wahlberg,0.7190388170055453,0.0983070082051253,0.0122001721288635,0.0003960918933192,0.1518151815181518,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6300675675675675,1,1,0
